fid,obj_type,info,damage_gra,event_time,country,filename,txt,act_id,interpret,settl_type,subtype,functional,road_type,simplified,objectid,length,area,area_ha,emsr_id,fwi,wui_label
1965,"211 Highways, Streets and Roads",21123 No Driveway,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.343216799,,,,,
1966,"211 Highways, Streets and Roads",21124 Cart Track,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,1.780801953,,,,,
1967,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,27.10565305,,,,
1968,"215 Harbours, waterways, dams and other waterworks",2152 Dams,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.005611921,,,,
1969,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,19.33423984,,,,
1970,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,558.3613985,,,,
1971,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.925182309,,,,
1972,24 Other Civil Engineering Works,241 Sport and recreation constructions,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,20.9614507,,,,
1973,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,1716.096873,,,,
1974,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,4.024890301,,,,
1975,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.795845382,,,,
1976,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,2.713845791,,,,
1977,24 Other Civil Engineering Works,241 Sport and recreation constructions,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.379627546,,,,
1978,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,1.097872365,,,,
1979,"215 Harbours, waterways, dams and other waterworks",21513 Breakwater,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.357040431,,,,,
1980,"215 Harbours, waterways, dams and other waterworks",2152 Dams,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.997013141,,,,,
1981,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,452.37931,,,,,
1982,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,67.84621203,,,,,
1983,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.719957927,,,,,
1984,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.058085942,,,,,
1985,2 Agricultural Areas,21 Arable land,Not Affected,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,18143.18199,,,,
1986,2 Agricultural Areas,23 Pastures,Not Affected,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,202.8714019,,,,
1987,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,906.2287424,,,,
1988,3 Forests and Semi-natural Areas,31 Forests,Not Affected,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,613.7356355,,,,
1989,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,84.68502514,,,,
1990,998 Other,998 Other,Not Affected,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,12467.87319,,,,
1991,2 Agricultural Areas,21 Arable land,Not Affected,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,77.95336341,,,,
1992,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.726903257,,,,
1993,3 Forests and Semi-natural Areas,31 Forests,Not Affected,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,20.19343709,,,,
1994,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,2.776138205,,,,
1995,998 Other,998 Other,Not Affected,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,25.98097934,,,,
1996,12 Non-residential Buildings,122 Office buildings,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,40.7416589,,,,
1997,12 Non-residential Buildings,123 Wholesale and retail trade buildings,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,17.98728177,,,,
1998,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,2014.755827,,,,
1999,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,73.90631144,,,,
2000,12 Non-residential Buildings,1264 Hospital or institutional care buildings,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,25.95431614,,,,
2001,12 Non-residential Buildings,1279 Military,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,210.3350498,,,,
2002,12 Non-residential Buildings,1280 Cemetery,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,81.14056439,,,,
2003,11 Residential Buildings,997 Not Applicable,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,2332.492562,,,,
2004,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,0.855532375,,,,
2005,213 Airfield,2130 Airfield runways,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,457.3925584,,,,
2006,213 Airfield,21312 Helipad,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,2.001272501,,,,
2007,"211 Highways, Streets and Roads",2111 Highways,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,308.9497168,,,,,
2008,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,304.7171627,,,,,
2009,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,468.820575,,,,,
2010,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,3017.169793,,,,,
2011,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,4144.034731,,,,,
2012,212 Railways,2121 Long-distance railways,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,338.397711,,,,,
2013,213 Airfield,2130 Airfield runways,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,11.39810776,,,,,
2014,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,0.159140421,,,,,
2015,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,0.05926991,,,,,
2016,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,43.67803189,,,,
2017,"215 Harbours, waterways, dams and other waterworks",2152 Dams,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,0.011499799,,,,
2018,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,173.5965978,,,,
2019,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,207.8996966,,,,
2020,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,1967.488918,,,,
2021,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,31.85273672,,,,
2022,"215 Harbours, waterways, dams and other waterworks",21513 Breakwater,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,0.893147967,,,,,
2023,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,655.3559005,,,,,
2024,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,86.37557065,,,,,
2025,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,0.307163929,,,,,
2026,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,0.112003505,,,,,
2027,2 Agricultural Areas,21 Arable land,Not Affected,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,75463.96959,,,,
2028,2 Agricultural Areas,22 Permanent crops,Not Affected,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,1603.393636,,,,
2029,2 Agricultural Areas,23 Pastures,Not Affected,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,61.26201878,,,,
2030,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,71019.17276,,,,
2031,3 Forests and Semi-natural Areas,31 Forests,Not Affected,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,16307.29119,,,,
2032,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,3039.772628,,,,
2033,3 Forests and Semi-natural Areas,33 Open spaces with little or no vegetation,Not Affected,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,309.7751534,,,,
2034,4 Wetlands,41 Inland wetlands,Not Affected,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,194.5696122,,,,
2035,4 Wetlands,42 Coastal wetlands,Not Affected,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,1276.458588,,,,
2036,998 Other,998 Other,Not Affected,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,15055.37834,,,,
2037,2 Agricultural Areas,21 Arable land,Not Affected,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,52.96318797,,,,
2038,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,59.94331902,,,,
2039,4 Wetlands,41 Inland wetlands,Not Affected,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,4.714218117,,,,
2040,998 Other,998 Other,Not Affected,9/18/2024,Italy,EMSR762_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,1.370794998,,,,
2041,11 Residential Buildings,997 Not Applicable,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,5666.946359,,,,
2042,12 Non-residential Buildings,122 Office buildings,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,97.98498374,,,,
2043,12 Non-residential Buildings,123 Wholesale and retail trade buildings,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,2.406190506,,,,
2044,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,515.0706858,,,,
2045,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,4.547048293,,,,
2046,12 Non-residential Buildings,1264 Hospital or institutional care buildings,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,1.333559442,,,,
2047,12 Non-residential Buildings,1279 Military,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,1.115494881,,,,
2048,12 Non-residential Buildings,1280 Cemetery,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,20.54157908,,,,
2049,11 Residential Buildings,997 Not Applicable,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,0.350075355,,,,
2050,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,1.172610079,,,,
2051,12 Non-residential Buildings,1280 Cemetery,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,0.000313324,,,,
2052,213 Airfield,2130 Airfield runways,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,16.26043362,,,,
2053,213 Airfield,21312 Helipad,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,0.394996701,,,,
2054,"215 Harbours, waterways, dams and other waterworks",21514 Navigable canals,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,0.21211561,,,,
2055,"211 Highways, Streets and Roads",2111 Highways,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,109.4519041,,,,,
2056,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,203.4209177,,,,,
2057,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,228.1441145,,,,,
2058,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,1746.996791,,,,,
2059,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,2020.396666,,,,,
2060,212 Railways,2121 Long-distance railways,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,343.054842,,,,,
2061,212 Railways,21210 Railway Yard,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,0.67872917,,,,,
2062,213 Airfield,2130 Airfield runways,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,4.080861789,,,,,
2063,"215 Harbours, waterways, dams and other waterworks",21514 Navigable canals,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,0.377444066,,,,,
2064,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,0.199961161,,,,,
2065,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,3.365946118,,,,,
2066,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,28.62279098,,,,,
2067,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,11.73145667,,,,
2068,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,236.9538975,,,,
2069,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,85.55467503,,,,
2070,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,1985.609948,,,,
2071,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,50.51590645,,,,
2072,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,0.69722975,,,,
2073,"215 Harbours, waterways, dams and other waterworks",2152 Dams,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,0.10256593,,,,,
2074,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,492.8562297,,,,,
2075,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,88.12910557,,,,,
2076,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,3.842455085,,,,,
2077,2 Agricultural Areas,21 Arable land,Not Affected,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,66379.1987,,,,
2078,2 Agricultural Areas,22 Permanent crops,Not Affected,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,518.352074,,,,
2079,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,18295.78835,,,,
2080,3 Forests and Semi-natural Areas,31 Forests,Not Affected,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,2443.727736,,,,
2081,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,2700.781129,,,,
2082,3 Forests and Semi-natural Areas,33 Open spaces with little or no vegetation,Not Affected,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,322.0862527,,,,
2083,4 Wetlands,41 Inland wetlands,Not Affected,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,2224.533573,,,,
2084,998 Other,998 Other,Not Affected,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,8592.206938,,,,
2085,2 Agricultural Areas,21 Arable land,Not Affected,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,1086.615112,,,,
2086,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,22.38419363,,,,
2087,4 Wetlands,41 Inland wetlands,Not Affected,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,29.63302142,,,,
2088,998 Other,998 Other,Not Affected,9/18/2024,Italy,EMSR762_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,0.23316978,,,,
2089,11 Residential Buildings,997 Not Applicable,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,5666.946359,,,,
2090,12 Non-residential Buildings,122 Office buildings,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,97.98498374,,,,
2091,12 Non-residential Buildings,123 Wholesale and retail trade buildings,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,2.406190506,,,,
2092,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,515.0706858,,,,
2093,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,9/18/2024,Italy,EMSR762_AOI02_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,4.547048293,,,,
